Year ,Make,Model,Review
2009,Toyota ,Camry,"It's A Pimped Out Stock Camry With Sport Suspenion Aka Sport Cab   I dislike it only for not being a V6 but a V4 2.4L I like the following; The acceleration & braking are smooth and the handling is outstanding [love this ride]. Being an SE, it has lowed shirts and thus can be tricky while squeezing in a tight spot to park especially one must slow down on the big humps. Interior styling is better than all the other Camry's as it comes only in Royal Black upholstery with white dots [inverted dalmatian]. The gear box doesn't come with XCVT transmission [I really never use it in my dad's Benz] It's very spacious in the back and I still haven't removed the plastic from the seats...all the panels are in black; finished with silver knobs. Exterior styling is phenomenal as it has a black grill in front instead of the chrome grill... got a spoiler, a moon roof, 6-spoke 17"" alloys, body and side skirts, fog lamps & last but not least sport suspensions thats makes the handling smooth at sharp turns... Maintenance is damn good as no major repairs and the mileage is economical Not the best car in low surfaces but ""She gets the Look!!"""
2009,Toyota ,Camry,"Buy One   I love my camry because of its unmistakable appearance, great gas mileage and over all utility. The car only has a four cylinder engine, but it has plenty of power. Even though it was recalled for the recent gas pedal issues I am still very confident in the car. Great Quality!"
2009,Toyota ,Camry,"Its An Se...baby...;)   good acceleration, great looks, smooth ride, fair milage, spacious back row seats, good options, quite cabin, good handling, not that xpensive, good suspensions, a bit stiff breaks...u ll love it when u ll drive it...in short its an awesome gr8 lookin sporty car within a middle mans budget...;)"
2009,Toyota ,Camry,Toyota Has Lost There Safety Standard For Production Numbers   Problems with the transmission shifting. Replaced transmission . Problems with the accelerator electronics I believe is real problem for Toyota . Not a safe car to drive! Good looking car but looks are only skin deep. Would not recommend this car brand.
2009,Toyota ,Camry,Best Selling Luxury Car In Singapore   hmm spacious and nice although the power is not there yet but it has a high top speed up to 210km/h (try before). its a new car and thanks to singapore government. i had to pay almost 70000USD. But overall love it:)
2009,Toyota ,Camry,"Comfort + Relaxation + Simple Operation + Reliabilty = Toyota Camry   This is probably the most comfortable car I have ever driven. I love the revvy 2.4L and 5 spd auto. It revs fast and make this car kinda fun to drive around town. The handling is safe, but boring. Its extremely easy to drive. You don't The apperance is pleasent the inside is very nice with greatly improved build quality over the 07s which I was appauled by.Everything is extremely easy to use. Overall this is a very pleasent, relaxing car thats unusualy easy to operate."
2009,Toyota ,Camry,Average Economical Car   love the look of the car..and one good factor about the car ...is it is one of the cars which can get prety much modified..running of the caR is perfect..best advatange...various spare sports and cheap...price stability
2009,Toyota ,Camry,Its Soo Beautiful.. Feels Great.. Good Rooming For Each Passenger As Well As Driver...   fun factor is top notch.. if u know ur no gonna scratch it.. performance is full.. unless u really are comparing with higher end cars mileage is ok.. if ur cautious enuf to acceleare slowly.. the only stuff i didnt like was.. with full option trim in this.. i still didnt get the luxury stuffs u get in some cheaper cars.. likebankwindow shieldwiper.. side view mirros folding up with the button.. ac spacing at the back is pretty much outdated.. shud have had a newer design..
2009,Toyota ,Camry,A Fun Sedan Thats Good To Look At For Any Family  
2009,Toyota ,Camry,"Hybrid Smybrid   Does every thing well, quiet, smooth, good quality( if a little staid) good fuel mileage.... but overall a bore to drive. Its everything you appreciate from toyota. toyota seems not to want this car to be anything but a full size Prius and that is a shame. It could be so much more if TRD where allowed to play with it."
2009,Toyota ,Camry,"Camry   Toyota retains value well, great for re-selling :-) also very smooth car the camry is, over all I give it two thumbs up, only issue I have with the car is it is very common, great car to have if you don't mind having the same car as everyone else in America."
2009,Toyota ,Camry,'09 Toyota Camry   This is one of the best performing cars that I have ever owned. It accelerates without any hesitation and runs so quietly. I have had it for a couple months now and have had no issues with it at all. It came with an awesome bumper to bumper warranty which sets my mind at ease. Awesome mpg in city and out on the highway. Buying this Toyota Camry has been the best decision that I have ever made. Plenty of room inside too and I'm a big girl! lol
2009,Toyota ,Camry,"Well-rounded Choice!   Very well rounded automobile with regards to performance, quality, appearance, and cost of ownership. It is a comfortable ride whether on the highway or around town."
2009,Toyota ,Camry,"The Beat Around   The beat around. Attracts motorcycles, blood, trucks, doors, people, just to name a few. Has a million scratches. Looks as if it is 10 years old. Drives very nice and barely uses any gas. The one and only NYC beat around"
2009,Toyota ,Camry,"P E R F E C T I O N (for A Hybrid)   I enjoy knowing that while in traffic, I am not using the GAS engine. This is about 50% of my commute. No issues with the car nor the hybrid components so far! Love knowing that I am driving a reliable, fun car that is very trendy/sporty all while saving the planet!"
2009,Toyota ,Camry,Excellent   I bought my 1st new car in 32 years on 4-16-09. I bought a Toyota Camry because of Consumer reports evaluation. I find this car to be excellent except I bought the 4 cylinder which sometimes seems a little noisy some times.I thought my city mileage would be better then 15.63 but I only have 750 miles on the car and Toyota service said it should improve!
2009,Toyota ,Camry,"This Is The Car For You ! The Toyota Camry 6cyl. Se Model   pros ; ' the Cars Overall appearance is stunning, the 6cyl. version (which I posses) has a good mileage percentage whether on the highway or in the city. GAS MILEAGE IS A PLUS! The whole car is nice, I like my roomy trunk area, & the SE (Sports Edition), Is the equivalent of the LEXUS GS300 In Handling & performance for $10,000.00 less. GET WHILE IT'S HOT"
2009,Toyota ,Camry,"I Love My 2009 Camry Hybrid   The breaks could be slightly stronger and the usual hybrid acceleration delay is annoying. Will that ever be improved? The navigation system seems confusing, even after reading 2009 Navigation System Owner's Manual and the 2009 Navigation System Quick Reference Guide. Nicely surprisingly, I get an average of 41.8 mpg highway and 38.6 mpg city. I recently drove my car from San Diego to Pittsburgh and that's how I learned this. Additionally, my calculated mpg is almost 10% higher than the displayed mpg. Lastly, the car continued it's great mileage even around the endless hills of Pittsburgh. The interior appearance is better than the exterior appearance. I've had no needed repairs to date and there are no rattles or squeaks. The car is fun to drive but the handling around bends requires allot of attention to avoid going off the road."
2009,Toyota ,Camry,"Black Love   i feel much at home in my car, but still sorely miss my TUNDRA(my car is not the best in the snow)! i find that people want to drag race me at every stop light! wanna go for a ride?!"
2009,Toyota ,Camry,"09 Se Overview   This is my 6th car. I have owned American, European, and Japanese. I bought the SE in Sept 08. By far this is the best car I have ever owned. The looks are fantastic. I get compliments from people age 15 to 45, and they all love the looks. Top quality craftmanship and handles like a true sports car should."
2009,Toyota ,Camry,Camry   For its size and 4 cylider engine this car has great power and exelent gas milage. The SE model adds a hint sporty flavor with the lowering kit and the tight suspention makes this vehicle hold the road. The blue tooth is simple to hook to you phone.
2009,Toyota ,Camry,"Trey And Kyme's Camry   I normally don't like imports but I love me and my wife's car!!! It has great gas milage, the sport look of it just blooks like it screams through the air! I would recommend this car to anyone. At least go and test drive one."
2009,Toyota ,Camry,Take It Back - Please   I have owned 6 Toyota's. This is the fourth Camry and if I could give it back I would. The car is great except for one major flaw. The outside air vent stays open. You have to hit the button every three minutes for the vent to close. I live in an urban area and travel an hour and or more each day to and from work. I feel like a chicken having to peck the button every 3 minutes to keep from being choked to death by exhaust! This is a deal breaker for me. I wish we had gone with the Altima. Would not recommend to my worst enemy.
2009,Toyota ,Camry,"This Car Is Quiet And Comfy, Awesome Vehicle.   We love this car and the lease program is amazing. very high residual value and low down payment at signing. Simply awesome program. We have full factory warranty for 36 months, Insurance is cheaper than our Mazda we traded, and fuel mileage is 31+. The best car I have ever owned."
2009,Toyota ,Camry,My 2009 Camry Hybrid   I bought this Hybrid in March 2008. We considered the Prius but were used to the size and comfort of the Camry which the Prius does not have. Have been driving Camry for 20 years and always had good service. Disappointed with highway mileage (37-38)when our LE gets that much if you keep it under 75. This is just my opinion! I would recommed this car but sadly I don't think I will buy another one. This car is fully loaded with Leather and Navigation and Sunroof.
2009,Toyota ,Camry,"Camry Hybrid 2009   Very good car and cheap on gas. Excellent build quality. Good sound system. Surprisingly powerful for a 4 cylinder. Comfortable like a limousine. Very good price for what you get (full equipped with everything). Excellent XM Satellite Radio. Electric A/C, super cool when stuck in traffic and not wasting gas!"
2009,Toyota ,Camry,"Nice Fun To Drive, Smooth And Responsive!   Performance - A 6 cylinder engine with a 4 cylinder gas millage consumption! You can feel the ponies! Fun Factor - It is so much fun to ride it and be on the phone at the same time!!! Using the integrated Blue tooth! Appearance - Interior styling similar to a Lexus...A lot of controls on the wheel."
2009,Toyota ,Camry,"Great Improvement Over The 2007!   A good loyal car, won't break down on you, and if you treat it well, it'll get you great gas mileage without the burden of having to buy a hybrid. Bought all 4 of the Camry's' my family owns at Miller Toyota in Manassas, VA. Great dealership, they won't screw around with you!"
2009,Toyota ,Camry,"This Is My First New Car   I haven't got the car yet, just order from the dealer, it's $22166 with 6CD bluetooth package. I got a lot of positive feedback about this car. Confortable, reliable, etc.by the way, I like the super white color very muchI will write more after I get the car in mid August."
2009,Toyota ,Camry,"Buy A Camry   I love that it gets good gas mileage. And of course the six speaker stereo system is kickin'. And who doesn't love the smell of a new car. I bought the manual transmission package which gives the 2.4 even more get up and go. The interior is soft and the seating is comfortable. I have not noticed any road noise as the car rides pretty quiet. The only feature I wish it had was remote entry. I didn't think new cars came without it, but this one did. I recommend buying the Camry."
2009,Toyota ,Camry,"I Love My 2009 Camry Hybrid!!!!!   I ordered a fully loaded 2009 Camry Hybrid. ALL the bells and whistles, including all the ""accessories"". This car is worth EVERY penny of the money I spent!. When I drove off of the lot, it had 2 miles on it. So far, I now have 1,300 miles and consistently get 35.4 mpg in the city (which includes daily expressway driving - and I am definitely no ""granny"" driver). The car is very quiet, handles well, feels very luxurious inside and gets awesome gas mileage. Now that I have become used to having smart key and bluetooth, it would be VERY difficult to go back to not having it....they are my favorite features of the car. I did ALOT of research (2 years!) on many different cars/SUV's comparing them and the Camry Hybrid came out with the best of everything. (My sister bought an LE Camry a week after I bought mine!) I drove a 1997 Camry for the past 10 years with NO problems at all, and have a good feeling that I will get 10 years out of this car. My son is 8 yrs old....I keep telling him this will be his car in 8 years....I have faith that it will still be running like new....:-)"
2009,Toyota ,Camry,One Of The Greatest Toyotas Out   This an all out wonderful car. My mother has this car and it is just plain perfect. No problems at all. Really nice interior and not that bad on the exterior.
2009,Toyota ,Camry,"Best Car We Have Ever Owned   Tom's new car, he traded in his 2006 Toyota 4 Runner for a bright red Toyota SE V6 Camry. He loves it and loves drinivng it. Fletcher Jones was able to get our payments right where we wanted them. This Cmary SE is extremely fun to drive and makes you feel like you are driving a race car."
2009,Toyota ,Camry,2009 Doesn't Compare With 98 Camry   What a lousy thing to do to the CAMRY. Our 98 4cyl was one of the best vehicles I ever owned.The 2009 is terrible. This 4cyl is underpowered for this car! No torque! Gas milage so far is worse then the 98. Engine makes more noise then the 98 did with 100k on it! Trans shifts up and down eraticly (downshift by itself going down hill?). It plows into turns like an old Buick. The armrests are not comfortable.
2009,Toyota ,Camry,Love The Car Hate The 4 Cyl.   4 cyl. is to small for this car...vehicle downshifts on the freeway going over overpass..flat area Houston Texas...have to acclerate hard for power..
2009,Toyota ,Camry,"Impressed Buyer   I had previously owned 4 suvs, the most recent the 05 4 runner. I thought I would feel uncomfortable driving this Camry. Once I test drove this Camry, I was sold. I am 6' 4 and I was very comfortable driving this vehicle. The main reason I wanted the 09 camry was for better fuel economy but I couldnt help the smile on my face when I felt the smooth ride. So far, I am very happy with my purchase."
2009,Toyota ,Camry,"Sporty Looking, Not A Performer   It is more show than go - of course it is a 4 cylinder family sedan, an econo-box, and 2009 is/was the pinnacle of Toyota's not so secret slide away from good quality. It looks more like a ""tuner"" ride - I get a lot of teens and 20 somethings giving the car admiring looks, but I'm in my 50's and not looking for that kind of attention. It should make a really good kids car because it is roomy and somewhat comfortable with a full load of passengers. The 4 cylinder is decidedly under powered but acceleration is good after 50 up to 90 mph. The faux metal interior surfaces get dirty with the slightest touch and are difficult to clean - think stainless steel kitchen appliances, but worse. Stereo can barely get loud enough to exceed highway noise ( the car is noisy) and by then you are deafened by the decibels. The ride is stiff because it is a SE model which has the cross bar reinforcements in the frame behind the back seats, which is why it is the ONLY model of Toyota that the rear seats do not lay down for greater storage. Handling is still pretty nebuleous. At 43K I changed the factory installed ""performance tires"" and went with BF Goodrich AWR and they made it a greatly improved car in all aspects, mileage, noise, wet handling, snow handling etc. Best decision yet."
2009,Toyota ,Camry,"Sweet Camry !   One of the best vehicles I have ever owned. I get compliments on the color (Pearl Blue Metallic) all the time, and it catches me off guard as Camry's aren't known necessarily fo their looks, but certainly their reliability. This one has been bullet proof ! Very quiet on the road, quite comfortable on long trips, and I can actually get 34 MPG. Who would need a hybrid with this kind of fuel efficiency ?"
2007,Toyota ,4Runner,Love This Car...8 Out Of 10  
2007,Toyota ,4Runner,"Comfortable, Safe, Reliable And Durable Suv  "
2007,Toyota ,4Runner,4-runner Review  
2007,Toyota ,4Runner,The Best Suv On The Road  
2007,Toyota ,4Runner,"Love, Love, Love This 4runner!  "
2007,Toyota ,4Runner,Great Car For The Long Haul  
2007,Toyota ,4Runner,Best Quality And Handling In Class  
2007,Toyota ,4Runner,"If You Want A Good Suv I Highly Reccomend It, It's Extremely Reliable.  "
2007,Toyota ,4Runner,The Best Suv On The Market   It is a tough all purpose vehicle that can handle any occasion. The best thing about a 4Runner that beats the others in class is that the back seats lay down and the cargo area is flat enough to lay an air mattress and sleep in the vehicle for long trips.
2007,Toyota ,4Runner,"Love This Car...8 Out Of 10   Love the look of the car, nav, back up camera, leather seats and the drive of the car. I love the room provided in the back seat and the room for storage behind the second row for family traveling fun"
2007,Toyota ,4Runner,"Comfortable, Safe, Reliable And Durable Suv   The Toyota 4Runner is a comfortable, safe, reliable and durable SUV. Until 2009 it was available with either a 6 or 8 cylinder engine. In the current model (2010 to 2014) the 4.0 Liter 6 cylinder is the only power plant available."
2007,Toyota ,4Runner,4-runner Review   Great SUV - This SUV one of the best looking SUVs in the market today. Looks totally cool. Drives awesome. It's got large cargo space. Back Seats folds down. Superb Handling. Fair gas mileage. it has a good sound systems. Access to control is very convenient.
2007,Toyota ,4Runner,"The Best Suv On The Road   Toyota builds a tougher, more reliable midsize SUV than anyone else. It handles great on all roads, including wet and snow packed. The Toyota traction control system is superior to other systems that are on the market. The only downside is that the driver can not disengage the traction control in 2 wheel drive in the event that he/she wants to spin in the snow. This can be a challenge because the 4 wheel drive may require some vehicle movement to engage. If the 4Runner gets stuck in snow or mud while in 2 wheel drive, the traction control system can prevent the driver from getting any movement because it will not allow the driver to spin tires to gain traction to move a few feet to engage the 4x4. The work around for this is to simply engage the 4 wheel drive before you need it."
2007,Toyota ,4Runner,"Love, Love, Love This 4runner!   I couldn't ask for a better vehicle. I have a job where I have to carry a lot of bulky equipment and this vehicle has been able to accomodate everything I have needed. I feel very safe in this SUV. It looks, handles and accelerates very nicely! Fun to drive! I have not had any maintenance done besides the recommended services. Toyota is the #1 brand of automobiles so no worries there!"
2007,Toyota ,4Runner,"Great Car For The Long Haul   I have used this car everyday as my office as an outside salesman. I love this car. It is great for towing, the snow, camping, just about anything. You can easily remove the back seats for car camping. I have no issues with this car after 120,000 miles."
2007,Toyota ,4Runner,"Best Quality And Handling In Class   Strong and reliable engine and a comfortable ride. I like the styling, quality and handling in snow. The interior is fully functional, controls are easy to use. I would recommend this SUV to anyone who wants a strong vehicle surrounding them..."
2007,Toyota ,4Runner,"If You Want A Good Suv I Highly Reccomend It, It's Extremely Reliable.   Performance: all around great Build: Never had any issues Appearance: Great, hood scoop has a great look to it Fun Factor: Haha It's the only car I like driving anymore... it's the car I learned how to drive in, and it's completely and totally a wonderful car to own."
2007,Toyota ,4Runner,4runner   It is solid car with very good performance and have a lot of room inside. I like it and have no problem with it. The disadvantage is 17-21MPG.
2007,Toyota ,4Runner,"Hmmm...   stiff suspension, sensitive brakes, hood scoop not so great. overall ride, sound system, amenities great."
2008,Toyota ,4Runner,Best Car I Have Ever Owned!   When I originally purchased this car I was already well aware of how great this experience would be. I have several friends that own this car and it depreciates the slowest of any SUV. It's a very comfortable family car with tons of options but can also be used for off-road.
2008,Toyota ,4Runner,"A True Suv   This was the third 4Runner I've owned and 10th Toyota. They are great reliable vehicles. With a Toyota, it's not what you pay for the vehicle, it's the value. I had all the scheduled maintenance done on all the vehicles and haven't experienced any breakdowns with any systems. In the end of ownership it rewards me with having one of the lowest depreciation values in the industry."
2008,Toyota ,4Runner,"This Is A Great Combination Of A Luxury Vehicle With The Option To Go Off The Road.   Performance- I love how this car accelerates I never have problems keeping up. Appearance- I love the color Mica = green, grey, black all in one depending on the light. Fun factor- The sunroof and automatic back window roll down makes you feel like you are driving a convertible...."
2008,Toyota ,4Runner,"A Great Suv To Own   It is a nice and solid SUV. I have it for over 2 years and no any problem at all so far. The only concern is: it drinks too much gas - 20 miles per gallon for highway, 17 miles for city."
2008,Toyota ,4Runner,"Last Toyota I Will Own.   Several issues. Wore through factory floor mats, replaced under warranty. Almost through replacement. Several issues with built in TomTom. Finally fixed after 8 trips to dealer. Vent control LCD screen went dim, replaced under warranty. Supposedly I don't get in and out correctly, so driver bolster is ripping. Cheap leather. Will not look at, will not fix."
2008,Toyota ,4Runner,"Perfect   Great all around SUV. Built on a Truck frame with 4WD performance. No available Locking Rear Differential in 2008 leaves some room for upgrades later. Mileage around 20mpg in stock form, drops quickly with offroad tires. Kinda big, but not too bad."
2008,Toyota ,4Runner,I Should've Had A V8   Good source of transportation. This vehicle is our third car so it stays in the garage most of the time. It was a dealer demo so it was a good price. I added leather seats to it which made it more my style.
2008,Toyota ,4Runner,"4wheeldriver On A Budget   Simply a great car! Averaging 23mpg on highway, this is the perfect match for the 4wheel driver enthusiast on a budget that I am.this car surely is build to last and go anywhere you like from the rocky road of Jasper NP to the hot sand of the Death Valley."
2008,Toyota ,4Runner,"2008 4runner   Love it...awesome suv. 25 mpg gas mileage....fun to drive...low maintenance...exterior represents a beautiful vehicle...interior is comfortable yet appealing...performance is unbelievable...so far, this truck has not had any problems that I have had to repair. Cost of ownership=excellent. couldn't ask for a better vehicle!!!!"
2008,Toyota ,4Runner,"My 4runner....   It's got everything I need. No fancy bells and whistles. Plenty of room for my kids and dog. The silver is rather common but I got that color for ease of maintenance. It has decent power and the gas mileage, although not fantastic, is tolerable. I always wanted a 4Runner and now I have one. My last car was a 2006 Black Lexus GS430. Stressed me out having that. It was hard to keep clean, everything beeped, chimed, bells went off, lights flashing...Geez, it was way too much...I'm so much more relaxed having this car. And it's very practical."
2008,Toyota ,4Runner,Best 4runner I've Owned Compared To My 95 4runner.  
2008,Toyota ,4Runner,"Best 4runner I've Owned Compared To My 95 4runner.   This SUV delivers all the goods for the $$$. Safety, fuel mileage, rock solid reliability, and excellent build quality was a seller. I've test driven many other models in the same class, but the 4runner was stil my final choice. Go Toyota!!!"
2009,Toyota ,4Runner,"""The steering feels stiffer and more responsive"""
2009,Toyota ,4Runner,"""In me wrangler the jeeps were just easier to clean compared to the cloth in the 4runner """
2007,Toyota ,Rav4,"Awsome   Along with a grate ride, acceleration and handling that will surprise! Road noise could be a little better. Roomy interior for both people and cargo. Strikes a good balance between ride comfort and sure-footed handling. Overall a very good SUV. It's a Toyota. I found the transmission very responsive depending on the mode you select. Its 6 cylinder will of course shift gears more often than say a 4 cylinder. But we also enjoy 26 mpg."
2007,Toyota ,Rav4,Nothing   The Toyota RAV 4 is an excellent car to move around with your family. I never had any mechanical problem and the maintenance is very easy and cheap. I highly recommend this car for families and also children going to school.
2007,Toyota ,Rav4,Excellent   I love this car. No problems. Handles great. I can sleep in this car when I go camping. My favorite part is the heated seats and the moon roof. I keep the roof open all year!! Acceleration is great too.
2007,Toyota ,Rav4,Good Little Utility Car   This is a fun little utility vehicle. Good gas mileage and has been reliable for the 3 years I have owned it. More style than a CR-V. Comfortable front seats. The accelerator can be a little sensitive and doors sound a little hollow when closed.
2007,Toyota ,Rav4,"Decent Small Suv But Lots Of Recalls   Good gas mileage (4 cyl.). Decent power. Decent handling. Enough room for 2 adults 2 kids (baby seats). Trunk space is adequate. Cruise control is too choppy. Too small for 3 adults 2 kids, no 3rd row seats in ours. No aux in on stereo. Several recalls issued so far on this model. Tire pressure sensors failed. Overall it has been ok but the Highlander is a huge upgrade for us."
2007,Toyota ,Rav4,"King Of The Road   This is a very fun car to drive. The 4x4 ability makes you feel safe whether you are driving in snow, mud, rough roads or even if you just want to punch it and pass a few cars. Great for young drivers that are starting out and/or for a small family."
2007,Toyota ,Rav4,"Reliable And Get The Job Done!   Overall it is a great vehicle for about anything. It will get you through the daily commute. It hauls and carries just about anything you would need it to; groceries, kids, furniture, large boxes, snow boards, small trailers, etc. It is GREAT on icy roads during winter. Overall I would probably buy it again if I had a bunch of kids or did a lot of outdoor sports and needed ""that"" type of car."
2007,Toyota ,Rav4,Why Toyota Rav4 Rocks   I have owned this car for 4 years never had any problems. The acceleration is very good.The trunk has alot of space for unimaginable stuffs.The gas mileage is very great and overall performance brilliant. Another thing is the car has a great resale value
2007,Toyota ,Rav4,"Toyota Rav 4 2.2 D4d Black Pack   it's a pretty good 4-wheel drive car. it's not that fast because it's pretty heavy, but that' s normal for a 4x4. It's a toyota so the quality can't be better.its got a very high fun factor. it doesnt consume a lot"
2007,Toyota ,Rav4,"I Love It And Would Like To Get Another Rav4 With Awd   * Performance - great acceleration, smooth steering, smooth downshifts and subtle engine sound. * Build Quality - good brand quality. period * Appearance - 1 of the top 3 reasons I chose the Rav4 * Cost of Ownership - excellent gas mileage for its size, repairs might be coslty after 8 years * Fun Factor - I drive it everyday, love it"
2007,Toyota ,Rav4,"Rav 4 2007   good acceleration great gas mileage,bad brakes,bad engine sound,good interior quality with leather,decent sound system instaled originally, no squeaks nor rattles no repairs yet! more than 40000 miles on bad roads driven with it and must say this is a fun car to drive comfortable in city easy to repair but you can drive it off road too with no problem! 4/5"
2007,Toyota ,Rav4,"Get One   Awesome -- I'm going to get another one just like it when my lease ends. It's a nice combination of performance (high horsepower, smooth, responsive), SUV size (sits up high, but not too big), and style (love the red color, Barcelona Red Metallic)."
2007,Toyota ,Rav4,My Most Impressive Vehicle In 50 Years Of Motoring   This rugged looking vehicle is more refined than it looks with good performance and comfort. Toyota have shown that they really know how to screw things together to make a robust and reliable car. That's why depreciation is so low. The Rav4 may be a 4x4 but it performs and corners like a sporting saloon. All round it's an economical fun car to drive and own.
2007,Toyota ,Rav4,4cyl 2007 Rav 4   Mirror controls are from a car where they're mounted differently and are mirror image to what they should be. Invariably move the mirror the wrong way. It goes pretty well off-road. The ESP is good in tight slippery stuff. The seats are a bit hard on a long trip. Very reliable so far. Needs more power. Get the 6 cylinder version.
2007,Toyota ,Rav4,"Love My Toyota   This is my Second Toyota - the first one Saved my life in an accident so I am a Toyota Owner for life. The Rav4 is Roomy - with tons of head and leg room for passengers in front and back seats, and the folding rear seats mean I can get all my gear in when I head out to do Jewelry shows or go Camping. It has plenty of power to keep me moving and the all wheel drive is great in the snow. I get an average of 25 MPG - even with the stop and go traffic in town - and maintenance has been a breeze. It's a Safe, Reliable car that's fun to drive and comfortable for the long haul. I LOVE my RAV4"
2007,Toyota ,Rav4,Great Car!   It's a awesome suv in it's class but the awd uses way to much gas...(i could get better gas mileage on a jeep on awd) black is great and the 6 disc changer is great but i wish it had heated seats in the back of the car... btw don't get the seven seater it's a pain no room... but overall great power and i like the V6 engine...
2007,Toyota ,Rav4,"Sporty Ravvy   The new redesign of the RAV4 for 2007 is impressive. It looks much more appealing than earlier versions. Outside the grill is nice and shiny, the wheels are decent looking, and the rear spoiler is appealing. The limited model sports a peppy V6 engine. It shifts superbly and accelerates very quickly. The interior is roomy to accommodate 5 passengers very comfortably. The stereo system sounds very good. It also includes an in dash 6-Disc CD changer with MP3 and WMA capability. Inside the glove box is an aux jack to plug in your iPod or other portable MP3 player. This saves from poor radio transmitted quality. This is a great car but with a bit overpriced tag."
2007,Toyota ,Rav4,"Good Road/offroad Compromise   This car has decent power (269 HP and 246 lbft) and handling. On road driving is great, offroad compromised some by tires but still capable. I would still like to increase power, the car can handle more. The ESP can be great and also annoying when driving hard. I'm very napping with this car."
2007,Toyota ,Rav4,"Love It   We drove so many ""small"" SUV's. There was something we liked about all of them, but the RAV4 had the best combination of amenities for the price. We love the pick up of the V6 although we aren't so thrilled with the V6 gas mileage. The car is attractive and comfortable. We've taken it on a 2000 mile road trip. The cargo space is wonderful. I'd prefer a clamshell hatch type cargo door, but maybe in the next generation?"
2007,Toyota ,Rav4,"I Love My Lil Rav4.....   It drives like a sporty car, has a revvy but fuel efficient 2.4L 4cyl that has reasonable amount of torque, lots of room, classy interior lots of neat safety and comfort features, cheap to own and operate, and good looking( I got mine in silver metallic) , with alloy wheels, bluethooth connetion through the spekers,"
2007,Toyota ,Rav4,"Rav 4   I like it cause it's fast, gets good mileage, is relatively compact and has a lot of interior room. Not as quiet as a Lexus, though."
2007,Toyota ,Rav4,"Love My Rav   I love the speed, the fuel efficiency. I don't like the cheap leather and the rattling from the sun roof when it's popped up in the back."
2007,Toyota ,Rav4,"Suprisingly Big   Great size, comfortable seating position. Gauges are clear and easy to read. Very versatile storage. Has a storage bay under floor on trunk. 2nd row seats fold flat to floor, and has tilt, forward and back adjustments. actually 1 or 2 MPG less than Camry sedan. Transmission though smooth, isn't as impressive as V-6, which is 5-speed auto and 1 mpg worse gas mileage."
2007,Toyota ,Rav4,"Really Confortable And Sturdy To Drive. I Love My Car :-)   Good car, Toyrota is a very reliable manufacturer, so guaranteed a car for years to come, unless i dont crash it."
2007,Toyota ,Rav4,"It's An Suv... With A 270 Bhp V6!   It looks like a boring SUV, but once you put your foot down it can surpirse you with the amount of power on tap.."
2007,Toyota ,Rav4,"One Of The Best Suvs Ever!   This car is more refined than any other RAV4, and it handles well. It's even quiet and comfortable, an easy rider. It makes a good towcar as well!"
2007,Toyota ,Rav4,Great Vehicle   Love that they have gotten bigger inside over the years. Handles well.
2007,Toyota ,Rav4,"Perfect Vehicle, I Love It   The Rav4 is everything I want in a vehicle. It drives like a sporty car, has a revvy but fuel efficient 2.4L 4cyl that has reasonable amount of torque, lots of room, classy interior( My came with wood grain which makes it look and feel luxurious)lots of neat safety and comfort features, cheap to own and operate, and good looking( I got mine in nautical blue) I wish I would have got the alloy wheels instead of hubcaps though."
2007,Toyota ,Rav4,The Rav 4 Is A Comfortable Vehicle With Versatility   The RAV 4 is agile in sharp turns and narrow spaces. It has nice comfort and leg room. Roomy cargo area. Good accelleration for a 4 cyl.
2007,Toyota ,Rav4,"My Favorite Suv Ever!   We leased a new 2007 RAV4 (Limited) a couple of months ago, and we absolutely love it. The Barcelona Red color looks awesome. We got the bigger engine (269 horsepower V6), and you can really feel the difference when you step on the accelerator. The ride is quiet, comfortable, and smooth. There's plenty of space up front, for the passengers, and in the back for groceries etc. We got the four-wheel drive model, and it's been useful in our snowboarding trips up north. Handling is sure and responsive. I can't recommend this car highly enough."
2008,Toyota ,Rav4,"My Rav4's A Keeper   Love my RAV4. I like not having to worry about using too much gas when I run around town. It gets fairly good gas mileage. Maintenance has be very low cost. The brakes could be better on the 2008. I wish I had gotten the heated seats with the leather, Well rounded car for around town, back and forth to work. The 4 Cyl. has plenty of power for my needs."
2008,Toyota ,Rav4,Love My Rav4   I did a lot of research up front before buying my first RAV4 with the new body style (which changed in 2006) I liked my 06 so much I traded it in for this 08. I work in the computer service industry and this vehicle has all of the features I needed with lots of cargo space and the 269 HP V6 with the 5 speed transmission (the same engine and power train found in the Toyota Avalon)it's great for crisp performance while still giving 23 MPG in the city.
2008,Toyota ,Rav4,"I Love My Rav4!!!   This Rav4 is the best! Not only has a good gas mileage, and easy to maintenance. And it doesn't cost me an arm and a legs to take care of it. And it has a very good space (roomy) inside. Overall, its a good car and fun to drive."
2008,Toyota ,Rav4,Fantastic!   My first brand new car - the start of many! Great handling even with a chick driver. Spacious with loads of extra storage space under floor and movable seats. Personalised plates add a personal touch. First of new model and I LOVE IT!
2008,Toyota ,Rav4,"Oh What A Feeling   cant complain its not the hilux or land cruiser that i want, but you have to start some where, can always up grade down the track, it does the job, it gats me from a to b and camping too"
