year,make,model,review,
2007,Honda,Civic,"I love the feel and ride of this car. I am a big Honda fan. Super reliable cars. At first, coming from a Honda hatchback I had trouble with visibility.",
2007,Honda,Civic,"However I found if I use all of the mirrors, there are no blind spots. It is an adjustment going from being able to turn around and see everything around me, to using the mirrors, but the do work!",
2007,Honda,Civic,I love the suspensions on the Hondas. I think they are the smoothest ride for a small car.,
2007,Honda,Civic,I'm 5 feet six inches and the seats feel wonderful!,
2007,Honda,Civic,"Love the look..love the mileage...love that it's a honda. HATE THE SEATS! They are torture devices! Anyone over 6' or with shoulders bigger than a 10 y/o girl should take a LONG test drive first. I was able to buy a seat insert that has helped dramatically. HOWEVER, It's now a car I'd like to be driving more than around town. Oh it does hesitate like some of the others state. Also get a little surge now and then. That can be dicey in the Taco Bell drive thru. I missed not looking at the VW line. My bad.",
2007,Honda,Civic,,
2007,Honda,Civic,"Great car , sold our 04 accord coupe for a 07 civic coupe and couldnt be more pleased..Great on gas and equal to the 04 accord cp ride. Excellent venting on ac system and great gauges and control positioning. Just a fun car ..and all hondas are strong resale.",
2007,Honda,Civic,"In May 2007 I bought a Honda Civic LX, Automatic, AC, power windows, cruise were amoung the options. I traded in a Ford Focus ZX3 that was loaded, auto, air, cruise. I couldn't keep tires on the Focus, the car just ate them up and Ford Motors doesn't seem to care. So after 30 years of devotion to Ford/Mercury I bought a Honda. I am not disappointed! The Civic gets between 35-38 MPG for me, 5-8 MPG better than the Focus. The Civic has a better ride quality than the Focus and the Civic is much more efficient to service. The motor in the Civic is a quite, efficient, strong motor (what else from a Honda motor?). Bang for the buck the Honda Civic is, in my opinion, the best buy on the new car market!",
2007,Honda,Civic,,
2007,Honda,Civic,"I did research online and decided to purchase the Civic due to its rave reviews. I've had mine for three months now and I love the interior/exterior styling, the great Atomic Blue color and all the standard features on the EX model, but I must say that I am somewhat disappointed with the performance. The car hesitates at times when acclerating and I am not getting the 30 to 40 mpg Honda claims I can get. I've driven ultra conservatively and am only able to get 27 to 28 mpg with about 60/40 city/hwy. My Mom is getting better gas mileage in her new Altima! Also, the sun visors are defective. They began making a popping sound when being raised and lowered about 2 months after purchasing the car and now the visor on the passenger side will not stay in the raised position, so its back to the dealership for repair! And the one other thing I wish Honda would do, is to put the 350 watt sound system in the EX Sedan or at least offer it as an option. The sound system the sedan comes with is lousy. Maybe I should have gotten the Sentra.",
2007,Honda,Civic,Test drove this one and the corolla. Not sure which was more uncomfortable and tinny. Will keep looking.,
2007,Honda,Civic,"I purchased the Civic so I didn't have to put so many miles on my Mustang. I was originally expecting a good, reliable, and economical car for running back and forth to work. It turns out, the Civic is fun to drive, great looking, and surprisingly very comfortable. The standard LX package provides a lot of standard features and incredible safety. The interior is so cool. Do yourself a favor and check one out!",
2007,Honda,Civic,"We bought an EX model about a month ago to drive around town and for our teen to drive. It's a peppy car that's good on gas and is very comfortable to drive but there are things about the car I unfortunately don't like. I've read through the reviews and pretty much agree with the issues already noted: blind spots, you can't see the front of the car because of the windshield, and the car hesitates a bit when you hit the accelerator.",
2007,Honda,Civic,"This is by far the Greates little CAR I have ever owned!!!! I LOVE THE NEW DASH! Anyone who says that the dash looks like its from the Enterprise IS RIGHT ON!!! Thats why I love it... Todays cars are going back to the days of un-exciting gauges, bland round info centers. I wanted something that would make me smile everytime I get in... After 12,000 miles, I am still SMILING!!!! This car handles, drives, brakes and accelerates like a MINI SPORTS CAR. I will keep this car for a VERY LONG TIME! Go HONDA!",
2007,Honda,Civic,"I have owned three Civics consecutively. I am happy to say that each experience has been better than the previous. Honda has really improved the body style of the '07 coupe, and still has managed to keep the functionality of the vehicle. The price has continued to stay affordable, and the gas mileage is great when you look at $3.00 per gallon for fuel!",
2007,Honda,Civic,"WHEN ENGINE IS WARM AND IDLING, THERE IS A SEVERE VIBRATION FELT IN THE DRIVER""S SEAT. HONDA HAS AN ""IDLE LEARNED PROCEDURE"", BUT THIS DOES NOT CORRECT THE VIBRATION",
2007,Honda,Civic,"Comfortable, economical, feels like a lot more expensive car.Beats any other car in this category.",
2007,Honda,Civic,"Love the car, peppy, reliable, consistently gets 28-30 mpg city, 40 mpg highway.",
2007,Honda,Civic,"This is my first brand NEW car and I love it. I've read the other reviews that claim that it's not that great with gas and I have to disagree. I recently drove it from NY to Maryland (175 miles) and I barely used a 1/4 tank of gas to get there. I also do not have any problems with blind spots. I do on ocassion fell some vibration in the driver's seat, but it is hardly noticeable. It looks great and is very comfortable. All in all I am very happy with my purchase.",
2007,Honda,Civic,2007 Honda Civic.,
2007,Honda,Civic,"Needed gas mileage. Commute daily 70 miles or more round trip (home,work,shopping, ect.)",
2007,Honda,Civic,"I just brought home a 2007 Civic EX Coupe. I had been driving a 1999 Civic Value Package, beat up by NY streets and garages. I love my new car. Nothing bad to say about it. It has everything I wanted, and more.",
2007,Honda,Civic,"The absolute PERFECT teen car!!! Cute, sporty but most importantly SAFE :) With airbags all around it really helps ease some of my fears as I watch my new driver take off everyday. And we know from owning Hondas for over 25 years that it will be dependable and will perform for years and years to come.",
2007,Honda,Civic,"Two Words, LOVE IT !",
2007,Honda,Civic,"As alot have said gas mileage is very poor we averaged 23 mpg for the first 5000 miles, it has gotten better since then. Transmission is terrible, very jerky, when you step on the gas it hesitates for a few seconds, could be very dangerous. Shifting is very jerky as well. Dealer says all this is normal. Blind spots are horrible, very unsafe. My partner was in a 10 mpg wreck and it caused $7500 worth of damage to the car, quite high for just a front left fender and all the accessories. I love the style of the car, it looks awesome, but I would never buy another one. We also have a ford focus, that is 10 times the car the civic is, more power, better gas mileage, handling, noise etc. This was our 4th Honda purchase, all others have been great cars except the civic.",
2007,Honda,Civic,"This is my 4th Civic, so I splurged and went for the model with the moon roof. I have always loved my Hondas, but unfortunately I have to say that I absolutely hate this one. The new styling has blind spots on each side. When you are trying to make a left turn at a corner, or even when you're going to the left around a bend in the road, you are unable to see what's next to you and often what's coming at you due to the blind spot along the side of the windshield. There is also a blind spot on the right because you can't see the front of the car through the windshield. It is difficult to judge how far to pull out so that you have a wide enough arc to make the turn without hitting something. I personally scraped the running board area on the right side of the car on a curb to the tune of $600 because I couldn't see it as I turned the corner. I've even put the seat up as high as it will go, but I still can't see well. They're going to have to do something about this styling, or they will have a lot of lawsuits on their hands.",
2007,Honda,Civic,"Other than that, I think the Mileage promised is somewhat lower than actual.",
2007,Honda,Civic,"I replaced a '96 Acura Integra GSR with this Civic Si after researching many alternatives. Combo of price, performance, style unbeatable. Supremely comfy seats, every creature comfort, very smooth shifter, goes like a bat out of hell (considering the engine is well below the 350 ponies in more expensive cars), and handles like a champ. Oh, and the tuned exhaust note is something else. Sometimes it's hard to decide between listening to the exhaust and blasting the high-wattage, sub-woofered stereo.",
2007,Honda,Civic,"(I really loved the Integra and thought I'd have it forever, but it was stolen 3 times and the last recovery was sans engine.)",
2007,Honda,Civic,"Bought the black car - Habanero was garish, blue was too electric, silver was, well, silver. Got it home and noticed the subtle blue flakes just under the surface. Very classy! Heads-up speedo is a joy; in fact, all the controls and displays are superbly ergonomic. i-VTEC kicks in noticeably at 6000 rpm - a real adrenaline rush. But around-town driving can be as sedate as I want (usually I don't). Trunk is a little dinky compared to the Integra hatchback, but I was spoiled: with the seats down, the hatchback was like a mini-pickup truck.",
2007,Honda,Civic,Hint: Be sure to program the door locks to lock and unlock automatically (see the manual). It's a great safety feature.,
2007,Honda,Civic,"Exterior styling took a little getting used to, but at least it's distinctive and not a euro-sport-wannabe. I have a feeling that this generation of Civic Si's is a future classic.",
2007,Honda,Civic,"This is one great car! Not only is it comfortable and attractive, it gets great gas mileage. We are extremely satisfied with our choice.",
2007,Honda,Civic,"We were thinking of getting an Accord or a Hyundia Sonata, but when we saw the Civic, we just fell in love. It looks so sporty and you can't beat the price. I would definitely recommend it to anyone. The roominess of the cabin and trunk is really impressive.",
2007,Honda,Civic,"I just traded in my 2004 Honda Accord lease for a 2007 Honda Civic LX and I'm loving it!. Great mileage, sporty, sleek, interior looks like a cockpit. I have no regets I decided to buy it. I've driven 1500 miles already in 3 weeks. Just having a great summer with Betsy :) That's all :)",
2007,Honda,Civic,"I have a silver Honda LX coupe and it is the cutest peppiest little thing. It handles beautifully, good gas mileage, interior styling v. sporty. And if it's anything like my last Honda (owned for 12 years) the only thing it will cost me is maintenance. I give it 5 stars.-Marianne",
2007,Honda,Civic,"On Saturday 8/4/07 I traded in my 2006 Honda Pilot for a 2007 Honda Civic. I wanted better gas mileage and very glad I made the trade. The Pilot was a beautiful riding vehicle, not unlike many luxury cars. I must say I'm not unhappy with the trade at all. They quality, fit and finish on the Civic is awesome, which is typical of Honda. The Civic's dash board is awesome and really makes the drivers position actually feel roomier than that of the Pilot. I'm also extremely impressed with how quiet the cabin is of the Civic. You barely hear the engine or passing traffic or other outside noise.",
2007,Honda,Civic,This is my 3rd Honda and I'm going to stay loyal to the brand.,
2007,Honda,Civic,"I bought a 2007 Honda Civic Ex in July 2007. I really love the car and had shopped around and also looked strongly at the Toyotas and Mazdas. But I ended up going with Honda because I knew their cars had a great resale value plus I was wanting something with great gas mileage. I had leather seats installed which I strongly recommend to anyone who wants to make their Civic look and feel upscale. I love the way the drives and the interior is great. I have only two real complaints and that is the MPG has not been near what was conveyed by Honda and I have had my car nearly six weeks now and have yet to come even close to the 30/40 MPG. That has been very disappointing to me. Since I bought my Civic EX I have come across other people who have the same complaint with their Hondas. Also there is definitely a blind spot for the Driver when looking to your right to pass. Honda needs to address that in the future. Overall, I am satisfied but just wish I was getting better gas mileage.",
2007,Honda,Civic,"I bought my Civic in Sept 06, and I must say I love everything about it. Until then, I was extremely loyal to Domestic vehicles, but considering the safety features, smooth ride, gas milage, and last but never least, the resale value of this vehicle made my purchase very easy!! I can't say enough good things about it!!",
2007,Honda,Civic,I love driving my honda civic,
2007,Honda,Civic,"there has already been a recall that we didn't receive, also, we are a middle age couple...after a 4 hour trip, you are worn out..you have to pratically climb out of it...it does get good gas milage and is ok for around town, to work and back...it's more of a teens car in my opinion..would not buy another one.",
2007,Honda,Civic,"The Honda Civic is not my first car, but it is my FIRST New car. I had alwaya wanted one but for my first purchase I was considered a compact SUV simply for the practicality of being able to haul things. I am so glad that I decided on my Honda Civic....it's the best car ever made....I have only had to fill up once and I purchased the car 7 days ago. I bought this car with 17 miles on the odometer and I now have over 400......The gas mileage is great and so are the features. Standard ABS is also a plus! The Jeep Liberty had it as an option. If looking to buy something practical for gas, compact and sporty....The Honda Civic Coupe is perfect!",
2007,Honda,Civic,I bought a 2007 Honda Civic and just love it. It drives quite easily and i am impressed by how great the brakes work....they are the best of any car I have ever driven. It is comfortable and so easy to drive in the city. I would definitely buy one again!,
2007,Honda,Civic,"Needing to replace my 2000 Saturn SC2, I was looking for something fun and peppy. At first I considered the PT, but it didn't have enough HP. I also didn't want the SI when my son told me it used only Premium gas, (you can use 89 or less, but it is supposed to affect performance) but didn't care once I drove the car! With 197 HP, it has all the pep I need for the price. It is darn cute, especially the inside, and love the color, ""Habanero Pearl"". The sport seats are the most comfortable I have sat in, even compared to BMW's, in fact, I think the car drives like a 3 series. It is FAST and handles GREAT. Good sound system with the added subwoofer standard.",
2007,Honda,Civic,"I would have given the SI 5 stars in exterior styling, but that was BEFORE I saw photos of the European version of this car! They should sell that one in the USA, THAT is the one I really want! But this car could be trouble....",
2007,Honda,Civic,"My son and I laughed when we saw a reveiw of this car online that said you might get your first speeding ticket ever in this car, and guess what? I DID! I have been having a little too much fun enjoying the pep in this car. The policeman asked me whose car it was, meaning my son or daughters. I said it was MINE! He thought the silver racing pedals were after market items that people put on to trick out the car.",
2007,Honda,Civic,"So if you want something young and fun, this is the car for you. Just be careful not to have TOO much fun!",
2007,Honda,Civic,"I bought the 2007 Civic EX from Boch Honda in Norwood, MA.",
2007,Honda,Civic,I bought it because it has all the safety features I want and the ability to hug the road on turns and on the highway.,
2007,Honda,Civic,"With the car sitting in my driveway, IÃ¢Â€Â™m getting great gas mileageÃ¢Â€Â¦",
2007,Honda,Civic,"Unfortunately, the seats are terrible.",
2007,Honda,Civic,"With a lifetime of pain free driving, after just one week my back was killing me.",
2007,Honda,Civic,IÃ¢Â€Â™m now driving with three towels and a pillow. (A good advertisement for Honda?),
2007,Honda,Civic,Last week I contacted Honda in California but they refuse to help.,
2007,Honda,Civic,Has anyone else ad a similar problem,
2007,Honda,Civic,Lou B,
2007,Honda,Civic,"Waltham, MA 02453-0551",
2008,Honda,Civic,"What quality. I had to replace the brakes at the dealer at 17,000 miles and it the tires worn out at 20,000 miles. The brakes continue to squeak and the dealer doesn't know how to slove the problem because the write up guy told me this is a common problem. I just got a recall on this car for the brake hoses. What next. No more Japanese cars for me. Going back to GM.",
2008,Honda,Civic,"I always heard Honda stood for quality, so I purchased a two door Civic EX...top of the line with sunroof alloys etc. The cloth interior looked great so thats what I got. Two weeks after taking delivery of the car the cloth began to wrinkle. The dealer said ""they all do that"", but replaced it as a curtesy.....bull. It is still isen't right. When the car is warmed up, while at idle, the car vibrates violently. I took my friend and his mother shopping one day and while waiting for a light his mother said ""Ron, there is somthing wrong with your new car. I asked, what do you mean. She answered,""your car is vibrating"". I took the car to the dealer and they told me thats normal for this car. Why can't they adjust the idle...answer from the dealer, ""there is no idle adjustment"" and we can't fix it. I now have 13,000 miles on the car and I heard noises that sounded like they were coming from the front end. I brouht it to the dealer and they told me I needed new front struts....at 13,000 miles!!! HELLO! Its a shame Honda has sacraficed quality for the almighty dollar. I would NOT recommend this car. There are other cars which do not cost as much as the civic, that are better quality and handle just as well or better. I even had the factory Rep. come and see my car. It took 3 months to get an appointment and when the appointment finally arrived it was ludicris. He would not go for a test drive or even sit in the vehicle. He asked me what I wanted him to do, and I said,""fix the vibration"". He simply said,""NO"" with an attitude. My suggestion is to spend your hard earned money elsewhere.",
2008,Honda,Civic,"One of the best car in the *********** worth the price. you get great miles in the city and freeway up to 40miles.Awesome digital speedometer. 144hp engine is good for the light weight car. can go above 100 miles if you want.Seating comfort is not so good, other than that every thing is great.",
2008,Honda,Civic,"The Honda Civic GX is a awesome car, I bought mine and a Phil Gas station and am paying about $0.80 a Gasoline Gallon Equivlent (GGE).
 
 The only shortcoming is the lack of a large tank, the 3600PSI CNG tank only holds around 8 GGE which results in about 220-250 miles per tank.
 
 Since I previously owned a Honda Civic Hybrid my good driving habits are partially responsible for my good mileage.
 
 If you are interested in Green, don't select a hybrid or a clean diesel but try a NGV. There are a few really nice perks to owning the NGV, especially if you own the Phil station.
 
 1. You are totally unteathered from the gasoline and it's issues. The price of gas may go to $5+ and as a NGV driver you are still paying about $1 per GGE.
 
 2. CNG burns cleaner than any gasoline or diesel and in the end will probably cost less to run than plug in electric cars.
 
 3. There are many government incentives to invest in a NGV, like the 7k tax credit from the federal and some states even offer thier own incentives. Also many power companies offer discounted costs on natural gas if you have a Phil station.
 
 The best however is the fact that you are helping the environment and Americans most of our natrual gas is home grown.",
2008,Honda,Civic,"It felt great in the Honda parking lot. The seats, steering wheel and the exterior looks. My wife wanted it and shortly after owning it, she wanted to quit driving it. She reported feeling like she was in a mixer causing her to get sick on her way to work. So I took it and wow was it noisey. It felt solid but thought it was to rough and harsh a ride.
 We had Toyotas and love a soft and compliant ride.
 I wish we had a car that didn't punish you when it hits the little cracks or God forbid, the bumps in the road. Other than that it was great. I'm glad I found a way to keep out the road noise, wish Honda would respond to this big problem instead of putting their ears in the sand.",
2008,Honda,Civic,"We have owned 3 Acuras and decided to buy a Honda Civic for our son to use going back and forth to college. Not only has the car proven to be reliable, as Hondas are known for, but the gas mileage is excellent. In the past, we have owned American cars, but after owning Hondas we will never go back.",
2008,Honda,Civic,"i got a si2drcoupe in November, at first i was apprehensive about buying a civic... but holy ****! i love my civic SI, i couldnt imagine buying any other car...i am a very fast driver and my honda has kept up with me very well. very impressive honda
 
 one thing tho, if u get an SI, be careful b/c of the cops on the highway",
2008,Honda,Civic,"Honda Civic is a great car! Do not buy Hyundai or KIA - they are JUNK,korean cars NEVER have good quality!",
2008,Honda,Civic,"I have previously owned 2000 and 2004 Civic EX coupes and have loved them. My 2008 is a total letdown. It has the loudest, roughest ride of any car I have owned, including older Corvettes. The road noise is terrible. The entire car has been cheaply made. It seems loaded with plastic. Corners have been cut everywhere. It looks great from the outside, but that's the only positive about this car. The seats are too hard. The trunk requires forced slamming while the gas pedal has no tactile feedback. The sun visors are very stiff to use. The seat belt and directional noise chimes are much louder than my 2004. Actually irritating. The high beam indicator on the directional stick goes on easily with either a push or pull while turning. It is often accidentally left on. This will get the police cars attention. The blue dash lights are childish looking and cheap. The steering is very touchy. Hang on. There is no cargo net standard in the trunk, which is also lined with some cheap cardboard junk. 
 I really regret buying this car and hate driving it anywhere.",
2008,Honda,Civic,"After having 4 Accord Coupes in the last 16 years (and loving each one of them), it came time for a new one. I was less than impressed with the new ""bloated"" size of the Accords and missed the nimble agility that the older ones possessed. I liked the newer body styling of the Civic Coupe, and after driving one, I bought one immediately. The 1.8 liter has plenty of power for street/highway travel, gets GREAT gas mileage, has plenty of room for me & my friends and a ton of luggage, and has exceptional handling. The only suggestion I would make to Honda is more noise-insulation in the floorboard under the carpeting, but it is still quieter than other vehicles in the class and price-range that I have drive or rode in. So far, mine only has 1,400 miles and I hope to ********** for at least another 100,000 miles (and if it's like my last 4 Accord Coupes, it'll give me more than that!). Inherent quality, great styling, and fun-driving vehicles have made me a loyal Honda owner.",
2008,Honda,Civic,"-Needs more leg room. 
 -I don't like the location of the trunk/gas tank door release. It shares the same lever and is hard to reach. 
 -slowing down by easing up on the gas doesn't seem to drop the speed fast enough. 
 -good trunk room.
 -good sporty loo",
2008,Honda,Civic,"I just brought a 08, I was nervous about going fron a V-6 to a 4 celinder. This car goes. I love it. My gas bill is cut in half. I love this car.",
2008,Honda,Civic,I purchased my second Honda Civic in two years. The 2006 was great and it averaged 42 miles on the highway and 26 in the City. Gave it to my kid. The new 2008 Civic has only 450 miles on it and I love it. I traded in my 2006 Accord. Love the size and the gas milage. You can keep the American Cars. Hondas are great.,
2008,Honda,Civic,"Have owned base model '08 Civic Coupe with standard transmission since April. Gas mileage averages between 36 and 38 mpg on a weekly basis whether using air, or driving city or country roads. Took vacation to Annapolis from Ohio and averaged 41 mpg on the highway. Very comfortable interior even for a 58 year old woman who is 5'3"" and a 59 year old man who is 6'3""! Luv my Civic!",
2008,Honda,Civic,"BOB
  HAVE A 2008 HONDA GX NATURAL GAS CIVIC
  I HAVE A PHILL STATION IN MY GARAGE IT COST 
  ME AROUND $1.50 A GALLON AND I AVERAGE 38 
  MILES PER GALLON. BEST CAR EVER",
2008,Honda,Civic,"hi, my civic came with leather interior, i love it! traded in my 2007 toyota prius becuase of the toyotas poor handling on hwyway and poor window defrosting, lights froze over while driving in northern wisconsisn all winter...my prius got top of 48mpg with premium in summer and 34 in winter,,,my honda is getting 38mpg on reg gas,handles beautifully, and the headlights get hot which means they will melt the snow that hits them and will not freeze up.love the honda! so happy to dump my prius..just wish honda designed the trunk to open like a hatchback so i could wash the rear window and have more cargo space. once again handling is wonderfull on hwyway! LOVE MY HONDA!",
2008,Honda,Civic,"I would just love to see a Civic with leather seats!!!!!!!!!
 I would make my next car a Civic!!!!!!!!!!!!
 Please Honda ...... more people would buy it!!!",
2008,Honda,Civic,"Excellent on gas, very nice looking car. Only problem I have is seeing around the vehicle driving, passing and in reverse. The design makes it very hard to see out of; had to install a reverse camera and add secondary blind spot mirrors to both side mirrors. Other than ******** a fun vehicle. The best in it's class.",
2008,Honda,Civic,"I bought a Civic LX Sedan two moths ago, I make a daily 100 mile commute and I'm getting 38 MPG with an automatic transmission. The Civic has exceeded my expectations in every way. The ride and handling are superb, and the workmanship, materials and engineering are first rate. The resale value and cost of ownership are among the best in its field. The Civic has the feel and demeanor of a more expensive car. It's the class act of small cars.",
2008,Honda,Civic,"We bought our first new car in June. Honda Civiv EX coupe with the 5 speed auto.Ive been racing drag cars and sport cars for over 40 years and have to say with a little work you could take the Civic right to the track and win.Like any car made there are a few areas that could be inproved,like road noise and the hand brake position.But I added a Magna Flow exhaust and a cold air intake to the engine so thats what I hear when I step on it.
 Our first tank of gas averaged out to 36 mpg.Mixed driving with the air on.Oh, and I put beautiful chromed 18"" wheels and tires on. I get more high fives from the young set driving the Civic then I do driving my Corvette convertible.One more thing, there are hundreds of after market stores selling every thing you could dream of for the Honda.
 Most of the cars sold today are great,just pick the type you like.If ******** the Civic you will not be disapointed.",
2008,Honda,Civic,I JUST TRADED IN A 07 CIVIC EX FOR A 09 COROLLA S . i HATED THAT CIVIC. THEY ARE VERY HARD TO SEE OUT OF. I ALMOST HIT A CAR AND LADY. THEY ARE NOT THAT EASY ON GAS EITHER. VERY OVER-RATED. SORRY HONDA.,
2008,Honda,Civic,"A car you just get in and drive and forget about. No problen going 90 If you wish or stay In the right lane and pretend you,re a little old lady on a Sunday morning drive. I would,nt drive any thing else",
2008,Honda,Civic,"I already put 190k on my 1996 Acura Integra and I want to prolong it's usefulness. I'm so blessed that my employer helped me financially buy a Honda Civic EX-L (Nav) which I have dreamed to own 2 yrs. ago because of it's sporty look. I use this for work, burning 105 miles/trip from my home in Poconos, PA to Long Island, NY. At first, I average 36 mpg., but later I am getting 40-41mpg running between 60-64mph along I-80. Tell you, it has been a very comfortable and quiet ride. Satellite Nav, card reader, XM stations are there to entertain me on a 2-hr. trip. Interior design is great especially the newly designed dashboard with blue illluminated speedometer, fuel level and temperature gauges. A/C's strong! I love this car, this is a great buy!",
2008,Honda,Civic,"I just bought my 3rd Honda. The other two are accords and I am very satisfied. The new one is a Civic and so far it is great. It handles well, has most of the necessary creature comforts and I love driving by the gas stations. Instead of whining about gas prices, people should take action and buy fuel efficient. Conservation and efficiency recently resulted in less demand for gas and , surprise, surprise, less demand meant a drop in crude. If your ego demanded that you have own the huge gas eaters that Detroit was selling, so be it. 
 But quit whining and take action. You don't have to be a member of the MENSA Society to figure this out.I feel bad for any American worker who may lose their job, but where in God's name was the management of GM and the others in thinking they coule continue to pawn off these gas guzzlerss to the American Ego. 
 A word of caution when you go out to buy your Honda. Dealers are trying and in some cases getting a premium for the Honda's. Make sure you get them to honor any National deals that Honda is offering. Some are not and are putting a $500 above MSRP premium. There are dealers that will back off their greed, make sure you find one.",
2008,Honda,Civic,"When we needed a new car fast (older Altima totalled by a truck) we didn't even hesitate..went a bought a new Civic as the gas prices were already rising. We now have 2600 miles on it and are happy so far. Just took our first long trip and averaged 39.9 miles per gallon AT 65 TO 70 JMILES PER HOUR ON THE ROADS (legally). WOW!! Who would have believed it!! My wife was right when she said ""we're going to Honda, and no one else."" funny, we're back where we started in the early 70s, and gald we are. These cars have come a LONG WAY from our first econo-box. Comfotable, good handling, sturdy feeling, safer, and FUN TO DRIVE! No wonder there is a waiting list for them.",
2008,Honda,Civic,"I can't tell people enough...I love my new Honda Civic EX-L. I wouldn't trade this car for anything. I went from a BMW X5 (TOTAL gas guzzler) to my civic. It's sharp looking has a TON of amenities and I pay almost nothing in payments (got a great 2.9% financing)! HUGE savings in gas too! My boyfriend lives 3 hours away and I get there in 1/2 a tank, barely noticeable considering gas prices. Also on a side note I will say that I feel very safe in this car, you can almost feel the cage like sturdiness of the frame. Excellent car, It's saving me a TON of money and I get to look good doing it!!!!!",
2008,Honda,Civic,Always owned a 4x4 and one camery wouldn't trade this for any of them 42 miles per gallon on a triplast weekend plenty of room and enjoyed the ride,
2008,Honda,Civic,My husband took my van to look at Honda's and came home with a new four door Civic. It is zippy and a blast to drive. My little niece loves the blue lights on the dash that come on at night. The money we save on gas just about makes the car payment. This is also a safe vehicle for my daughter to learn to drive in.,
2008,Honda,Civic,"What can I say? I lived in Manhttan for 14 years and never owned a car until I moved down to Florida in 2003. My very first car was the 2003 Camry XLE and I absolutely loved it. My parents wanted it so I had to purchase a new car. I did a ton of research and here are the five reasons I picked this car:- ""Car of the Year 2006""- 140-hp, 1.8-Liter, 16-Valve SOHC i-VTECÂ® Engine- Two-tier instrument panel - Ultra-Low-Emission Vehicle (ULEV-2) in all 50 states- Exceptional fuel economy (30 mpg city/40 mpg highway*)I added the following, which were added on by the dealership. Leather Seats, XM Satellite Radio (EX is XM Ready), Rea--Wing Spoiler, Wheel Locks, Splash and Door-Edge Guards, Chrome Exhaust Finisher, Trunk Tray, Interior Gauge Trim Kit, Auto Day/Night Mirror and Pin Stripes.I had originally wanted an EX-L (for leather) but could not find an EX-L with Navigation in Royal Blue Pearl in Florida and was told I needed to wait 30 to 60 days for one.I opted for the Royal Blue Pearl EX and added the leather and got an awesome GPS to go with it.Let me tell you, the car turns heads. The color was VERY important to me because the 2008 Civic looks TOTALLY Awesome in Royal Blue Pearl. It comes standard with alloy wheels and sun roof. The electroluminescent speedometer is gorgeous at night and it tells you EXACTLY how fast you are going.I test drove the Si but did not care for the all black interior with red lighting. I much prefer the grey interior with gorgeous blue lighting. I also did not like the fact that Si only comes in manual transmission and uses more gas (higher horse power: 197 HP). I also prefer the Sedan's rear design more than the Coupe's. The steering wheels have cruise control buttons on the right and audio controls on the left. The ONLY things I wish I could have had were power seats and less of a bumpy ride. It is a totally fun, gorgeous AND a practical car. What more can you ask for when gas prices are $4 plus?",
2008,Honda,Civic,"Great car Honda !!! I don't miss my Camry at all. This is the first car I've owned that I have been pleased with just about every aspect. The car has a lot of zip for a 4 cylinder. The interior is roomy and comfortable. My 6'2"" husband had no problem behind the wheel and praised the comfortable seats. I'm small and love how the seats and steering wheel adjust. No more having to prop myself up with pillows and up tight against the steering wheel. I recline comfortably and have a good view, better view, of the road ahead and at the sides. The exterior of the car has a smart sporty look. Lift up that hood. Maintenance will be a dream. Every thing is located in easy to reach positions. Labor costs will concieveably be less. Again, thank you Honda.",
2008,Honda,Civic,"I've driven 2,800 miles so far. Mileage has been from a low of 32 mpg (while in Phoenix driving with the air conditioning on ""maximum"") to a high of 44 mpg driving without air on the highway. So far the only problem has been a fuel sensor which required replacement. The dealer didn't have the part in stock so took one of another car and installed it on mine. I hope it wasn't used.",
2008,Honda,Civic,"Over the years I've owned many cars, some very expensive luxury cars and some inexpensive cars. In my opinion the Honda Civic is dollar for dollar the best car I've ever owned. Fantastic mileage and good comfort. GM and Ford should watch their backs. The gas guzzlers are a thing of the past. I don't need a car with 8 cylinders unless I'm pulling a trailer or racing.",
2008,Honda,Civic,"Fuel efficient, comfortable, lots of room....love this car-I recommend it....",
2008,Honda,Civic,"Dont let the 1.8 Engine fool you its very zippy. Nice shifting Auto trans,Good handleing. On first road trip 36.6 mpg driving 75 mph.... Nice",
2008,Honda,Civic,This is my first car and I am completely satisfied with it- it has everything I want and I get great gas mileage!,
2008,Honda,Civic,"Overall, best car I have ever owned. Cool styling!",
2008,Honda,Civic,It's amazing how americans are such sheep,
2008,Honda,Civic,"This is my third Civic, fifth Honda.
 Simply simple. You insert the key, turn, and it starts. Hey- it's a Honda.",
2008,Honda,Civic,"I am on my fouth honda since I purchased my accord new in 1998. I just purchased a 08 civic coupe exl with the navi system. I love it.!! I looked at the nissan altima, pontiac g6, toyota coup and the jetta.But kept coming back to the civic. I have had it for almost a month and am very happy with it. It is sporty but has plenty of room. I never get tired of driving it or looking at it. It has plenty of power and all the bells and whistles. I can't say enough about it. I would highly recommend it to everyone.",
2008,Honda,Civic,"Bought my 2008 Civic LX Sedan about a week ago. It's definitely different than my 2002 Honda Accord LX V6. The car has a lot of get up an go for a small car witha 140 HP engine. The ride is little stiff (can definitely feel the bumps in the road) and a little noisy, but what do you expect from a compact car. I love the feel of the Civic and the way it looks. Some people might feel that they are sitting a little low in the car when compared to the window heights. I just might not be used to the car yet since I am coming from a larger sedan in the Accord. The fold in side mirrors are definitely a plus for tight parking spots.",
